,"index","category","uid","model_id","part","sentences","aspect","sentiment","train_test"
234,2612,"Телевизоры",1224274,6168701,"comment"," но меню допекло","exploitation","negative","train"
235,4552,"Телевизоры",1224310,6168701,"minuses","сломался через месяц,2 дня назад,завтра понесу в гарантийку","exploitation","negative","train"
236,4331,"Телевизоры",1224315,6168701,"pluses"," наличие 3-ёх hdmi выходов - плейер, компьютер, да что хотите в общем-то","exploitation","positive","train"
237,1586,"Телевизоры",1224203,6168701,"minuses","мелковаты кнопки каналов на пульте","exploitation","negative","train"
238,1582,"Телевизоры",1224200,6168701,"minuses","кроме излучения ничего не заметил (на здоровье пока никак не влияло и на рядом стоящую технику)","exploitation","negative","train"
239,1682,"Телевизоры",1224246,6168701,"minuses","невращающаяся подставка","exploitation","negative","train"
240,1687,"Телевизоры",1224248,6168701,"minuses","неудобное меню, но, как говорится, на вкус и цвет","exploitation","negative","train"
241,1781,"Телевизоры",1224290,6168701,"minuses","подставка и правда немного неустойчива","exploitation","negative","train"
242,2408,"Телевизоры",1224204,6168701,"comment"," там даже инструкция есть","exploitation","positive","train"
243,239,"Телевизоры",1224253,6168701,"pluses","на боковую панль вынесены важные разьемы","exploitation","positive","train"
244,2585,"Телевизоры",1224266,6168701,"comment","конечно, когда найду желаемые настройки изображения, большая часть проблем с меню отпадет - вот только за это и повысил оценку до 3-х","exploitation","positive","train"
245,1699,"Телевизоры",1224250,6168701,"minuses"," телевизор на vga порт не подает свой сигнал и не идентифицируется системой никак","exploitation","negative","train"
246,16,"Телевизоры",1224197,6168701,"pluses","-экранное руководство пользователя(иногда это здорово, что оно под рукой)","exploitation","positive","train"
247,72,"Телевизоры",1224210,6168701,"pluses","диагональ","exploitation","positive","train"
248,162,"Телевизоры",1224233,6168701,"pluses"," руководство встроенное в меню это +, - не надо никуда лезть, чтобы найти книжнечку","exploitation","positive","train"
249,1646,"Телевизоры",1224226,6168701,"minuses"," пульт оставляет желать лучшего","exploitation","negative","train"
250,2423,"Телевизоры",1224209,6168701,"comment","и еще щелкает во время включения и переключений каналов","exploitation","negative","train"
251,2429,"Телевизоры",1224210,6168701,"comment"," ещё к минусам добавлю систему добавления нового устройства, в лыже достаточно нажать одну кнопку и выбрать вход к которому есть подключение, в филипсе придется пройти целый квест :(","exploitation","negative","train"
252,1661,"Телевизоры",1224233,6168701,"minuses","ну вообще притензии к пульту, может быть вопрос времени, но некоторое неудобство он вызывает - он тупит","exploitation","negative","train"
253,64,"Телевизоры",1224206,6168701,"pluses","обилие портов ввода;","exploitation","positive","train"
254,4296,"Телевизоры",1224297,6168701,"pluses","удобный пульт","exploitation","positive","train"
255,2591,"Телевизоры",1224264,6168701,"comment","но вслучае не гарантийного ремонта цена ужасает","exploitation","negative","train"
256,1633,"Телевизоры",1224219,6168701,"minuses","нет инструкции на бумаге,распечатал с интернета","exploitation","negative","train"
257,4345,"Телевизоры",1224322,6168701,"pluses"," единственное что - не могу отсортировать каналы","exploitation","positive","train"
258,2548,"Телевизоры",1224245,6168701,"minuses","да, боковые части жк экрана сзади забыли на заводе заэкранировать, поэтому сзади, если поднести экономичную люминесцентную лампочку то она засветиться","exploitation","negative","test"
259,1694,"Телевизоры",1224250,6168701,"minuses","- своеобразное и неудобное меню","exploitation","negative","train"
260,2414,"Телевизоры",1224207,6168701,"comment"," глаз уже привык и экран не кажется большим - рад, что взял именно 42 дюйма (изначально ориентировался на 37)","exploitation","positive","train"
261,1609,"Телевизоры",1224209,6168701,"minuses","и крепление на подставке кривое","exploitation","negative","train"
262,4538,"Телевизоры",1224301,6168701,"minuses","у задней правой части корпуса загорается большая энергосберегающая лампа (23вт) если поднести ее поближе","exploitation","negative","train"
263,4306,"Телевизоры",1224302,6168701,"pluses","достаточное кол-во всяческих входов и выходов","exploitation","positive","train"
264,1738,"Телевизоры",1224269,6168701,"minuses","при поднесении лампы ""дневного света"" сзади к краям телевизора она загорается","exploitation","negative","train"
265,2372,"Телевизоры",1224197,6168701,"comment","-при выключении и переключении никаких посторонних звуков нет","exploitation","positive","train"
266,36,"Телевизоры",1224201,6168701,"pluses"," удобное меню","exploitation","positive","train"
267,2640,"Телевизоры",1224285,6168701,"comment","неудобный пульт","exploitation","negative","train"
268,205,"Телевизоры",1224245,6168701,"pluses","-вполне удобный пульт;","exploitation","positive","train"
269,1615,"Телевизоры",1224212,6168701,"minuses","пульт не очень удобный","exploitation","negative","train"
270,4547,"Телевизоры",1224304,6168701,"minuses","пульт крайне неудобный","exploitation","negative","train"
271,1715,"Телевизоры",1224259,6168701,"minuses","нет бумажной инструкции","exploitation","negative","train"
272,4900,"Телевизоры",1224326,6168701,"comment"," единственный косяк - появление дефекта","exploitation","negative","train"
273,2576,"Телевизоры",1224262,6168701,"comment"," при его использовании(просмотре, установке флешки, нахождении сбоку и сзади от тв) вы подвергаете себя и окружающих воздействию сильного эми с неблагоприятными последствиями для здоровья, данный тв способен создавать помехи ик управлению бытовой техникой","exploitation","negative","train"
274,1705,"Телевизоры",1224250,6168701,"minuses"," не матрица долго включается а аппарат долго думает","exploitation","negative","train"
275,2514,"Телевизоры",1224231,6168701,"comment"," в одном из нескольких настраиваемых режимов, что удобно очень, отключил все улучшайзеры и заглушил яркость-контрастность, чтобы при работе глаза не уставали","exploitation","positive","train"
276,1613,"Телевизоры",1224211,6168701,"minuses","- шнур 220 не отсоединяется от корпуса","exploitation","negative","train"
277,1594,"Телевизоры",1224204,6168701,"minuses","очень долго настраивал первый канал  он почему то все время исчезал или сбивался","exploitation","negative","train"
278,4541,"Телевизоры",1224302,6168701,"minuses","сильное электромагнитное излучение сзади, об этом много писали в сети","exploitation","negative","train"
279,170,"Телевизоры",1224235,6168701,"pluses"," низкое потребление энергии","exploitation","positive","train"
280,1720,"Телевизоры",1224262,6168701,"minuses","телевизор данной модели и некоторые другие модели philips фонят в радиодиапазоне (~45 кгц и выше) до такой степени, что своим переменным электрическим полем способен зажигать энергосберегающие люминесцентные лампочки","exploitation","negative","train"
281,43,"Телевизоры",1224202,6168701,"pluses","энергопотребление","exploitation","positive","train"
282,2436,"Телевизоры",1224211,6168701,"comment","на подставке стоит устойчиво","exploitation","positive","train"
283,1654,"Телевизоры",1224228,6168701,"minuses"," не крутится сам телевизор на подставе, но мне это не важно, собственно и все пока вот к пульту и меню привыкаю, таймер сна тоже быстро не ставится через все меню надо ставить","exploitation","negative","train"
284,2607,"Телевизоры",1224274,6168701,"comment"," главный недостаток — меню  полное отсутствие логики и здравого смысла","exploitation","negative","train"
285,80,"Телевизоры",1224211,6168701,"pluses","+ видеокабели подключаются снизу параллельно стене - можно телек прижать вплотную","exploitation","positive","train"
286,381,"Телевизоры",1224295,6168701,"pluses","диагональ","exploitation","positive","train"
287,1581,"Телевизоры",1224197,6168701,"minuses","-после выключения телевизора, напряжение на usb пропадает не сразу (для владельцев внешнего hdd)","exploitation","negative","train"
288,25,"Телевизоры",1224198,6168701,"pluses"," в магазине никаких дефектов не заметил, но как тока пришёл домой при включении увидел засветку снизу экрана","exploitation","positive","train"
289,1743,"Телевизоры",1224272,6168701,"minuses","кто пользовался panasonic_ом будут ругать пульт, который работает только в направлении датчика телевизора","exploitation","negative","train"
290,180,"Телевизоры",1224237,6168701,"pluses","возможность крепления на стену","exploitation","positive","train"
291,338,"Телевизоры",1224281,6168701,"pluses","низкая потреблемая мощность (98 ватт)","exploitation","positive","train"
292,1779,"Телевизоры",1224288,6168701,"minuses","нет инструкции на бумаге","exploitation","negative","train"
293,1716,"Телевизоры",1224259,6168701,"minuses","нажав на нужный канал,чтобы переключить надо направлять пульт точно в зону приема сигнала","exploitation","negative","train"
294,2628,"Телевизоры",1224279,6168701,"comment","очевидно что меню на порядок испортили,чтобы поставить на таймер надо влезть в настойки,потом ещё пункта так 4 и толко потом функция слипа","exploitation","negative","train"
295,1674,"Телевизоры",1224243,6168701,"minuses","пульт дело привычки - одной недели","exploitation","negative","train"
296,2540,"Телевизоры",1224240,6168701,"comment"," совсем не напрягает меню ","exploitation","positive","train"
297,2489,"Телевизоры",1224225,6168701,"comment","теперь самое главное – настройки, к самому «ящику» отношения не имеющие  такое впечатление, что делал их советский инженер с похмелья в конце квартала","exploitation","negative","train"
298,1735,"Телевизоры",1224264,6168701,"minuses","меню сломаешь голову","exploitation","negative","train"
299,1679,"Телевизоры",1224245,6168701,"minuses","-пульт хоть и маленький удобный, но функциональных кнопок кроме «меню» он не имеет","exploitation","negative","train"
300,139,"Телевизоры",1224226,6168701,"pluses","легкость монтажа на стену","exploitation","positive","train"
301,57,"Телевизоры",1224204,6168701,"pluses","подключился к компу на раз два три (hdmi кабель 10 метров через видеокарту gf gts250)","exploitation","positive","train"
302,1628,"Телевизоры",1224218,6168701,"minuses"," например чтобы включить слип-таймер нужно в меню 15 раз нажать на кнопки","exploitation","negative","train"
303,91,"Телевизоры",1224213,6168701,"pluses","удобное меню(опять же вопреки большинству отзывов)","exploitation","positive","train"
304,1752,"Телевизоры",1224273,6168701,"minuses","пожалуй пульт, периодически (если нажимать не глядя)палец сползает в соседнюю зону, освоил его в течении первого часа,хотя форма могла бы быть более эргономичная","exploitation","negative","train"
305,1585,"Телевизоры",1224202,6168701,"minuses"," меню неудобное, но после месяца играния - в него уже редко залазишь","exploitation","negative","train"
306,364,"Телевизоры",1224294,6168701,"pluses","цена","price","positive","train"
307,41,"Телевизоры",1224202,6168701,"pluses","за такие деньги - очень хорошо","price","positive","train"
308,2604,"Телевизоры",1224274,6168701,"comment","брал из-за цены - тошиба и самсунг были дороже, причем ощутимо","price","positive","train"
309,2529,"Телевизоры",1224235,6168701,"comment","за эти деньги лучше телевизора нет","price","positive","train"
310,4339,"Телевизоры",1224319,6168701,"pluses","хорошая цена","price","positive","train"
311,163,"Телевизоры",1224233,6168701,"pluses"," цена","price","positive","train"
312,2655,"Телевизоры",1224293,6168701,"comment","пожалуй лучший телевизор 42 дюйма за такую цену","price","positive","train"
313,433,"Телевизоры",1224290,6168701,"pluses","купила за 27500, и за такие деньги лучшего не найти","price","positive","train"
314,88,"Телевизоры",1224213,6168701,"pluses","ну и конечно же цена","price","positive","train"
315,2506,"Телевизоры",1224230,6168701,"comment","телевизор по цене\качетсву тянет на 5","price","positive","train"
316,2481,"Телевизоры",1224222,6168701,"comment","за эти деньги отличная модель","price","positive","train"
317,99,"Телевизоры",1224216,6168701,"pluses"," цена","price","positive","train"
318,2396,"Телевизоры",1224204,6168701,"comment"," покупка обошлась в 27200 руб","price","positive","train"
319,1751,"Телевизоры",1224272,6168701,"minuses","цена телевизора ниже, чем у конкурентов","price","positive","train"
320,4299,"Телевизоры",1224300,6168701,"pluses"," аналоги других производителей на 5-7тыс рублей дороже","price","positive","train"
321,2447,"Телевизоры",1224213,6168701,"comment"," хороший тв за свои деньги","price","positive","train"
322,2662,"Телевизоры",1224296,6168701,"comment"," лучше выбор в этой ценовой категории","price","positive","train"
323,110,"Телевизоры",1224219,6168701,"pluses"," за эти деньги альтернативы просто нет","price","positive","train"
324,344,"Телевизоры",1224285,6168701,"pluses","цена","price","positive","train"
325,366,"Телевизоры",1224295,6168701,"pluses","цена","price","positive","train"
326,151,"Телевизоры",1224229,6168701,"pluses"," за такие деньги лучше не найти","price","positive","train"
327,316,"Телевизоры",1224276,6168701,"pluses"," низкая цена","price","positive","train"
328,2409,"Телевизоры",1224205,6168701,"comment","свои деньги телевизор окупает на 101%","price","positive","train"
329,4303,"Телевизоры",1224302,6168701,"pluses","соотношение цена/качество","price","positive","train"
330,65,"Телевизоры",1224206,6168701,"pluses","цена;","price","positive","train"
331,4314,"Телевизоры",1224311,6168701,"pluses","оптимальный по отношению цена-качество","price","positive","train"
332,257,"Телевизоры",1224258,6168701,"pluses","хороший телек за свои деньги","price","positive","train"
333,334,"Телевизоры",1224281,6168701,"pluses","низкая цена","price","positive","train"
334,2602,"Телевизоры",1224272,6168701,"comment"," за такие деньги приличный аппарат","price","positive","train"
335,2568,"Телевизоры",1224257,6168701,"comment","в итоге - отличная покупка за разумную цену","price","positive","train"
336,2562,"Телевизоры",1224254,6168701,"comment","за такую цену  ну я не знаю, кто может с этим аппаратам сегодня соревноваться","price","positive","train"
337,2572,"Телевизоры",1224260,6168701,"comment","телевизор за такую цену-просто находка","price","positive","train"
338,264,"Телевизоры",1224260,6168701,"pluses"," цена","price","positive","train"
339,2638,"Телевизоры",1224284,6168701,"comment","неплохой телевизор за свои деньги","price","positive","train"
340,276,"Телевизоры",1224263,6168701,"pluses"," не дорогой для данного сегмента","price","positive","train"
341,350,"Телевизоры",1224284,6168701,"pluses","оптимальная цена качество","price","positive","train"
342,215,"Телевизоры",1224248,6168701,"pluses","цена","price","positive","train"
343,2420,"Телевизоры",1224208,6168701,"comment"," за такую цену нормальный телевизор","price","positive","train"
344,4888,"Телевизоры",1224313,6168701,"comment"," покупкой оооочень довольны","general","positive","train"
345,2571,"Телевизоры",1224258,6168701,"comment","телек супер - советую всем","general","positive","train"
346,2531,"Телевизоры",1224236,6168701,"comment","отличный телек","general","positive","train"
347,2491,"Телевизоры",1224225,6168701,"comment","а в целом, конечно, хорошо","general","positive","train"
348,2624,"Телевизоры",1224276,6168701,"comment"," качество вообщем на высоте","general","positive","train"
349,2497,"Телевизоры",1224227,6168701,"comment"," в общем оценка 5","general","positive","train"
350,2502,"Телевизоры",1224229,6168701,"comment","взял модель h/60 (наша сборка) и ничуть не разочаровался","general","positive","train"
351,175,"Телевизоры",1224237,6168701,"pluses","практически по всем параметрам отличная модель","general","positive","train"
352,2660,"Телевизоры",1224296,6168701,"comment","я просто в восхищении от него","general","positive","train"
353,1657,"Телевизоры",1224230,6168701,"minuses","для не привередливых недостатков нет","general","positive","train"
354,2482,"Телевизоры",1224222,6168701,"comment"," чем долше пользуюсь тем больше и больше нравится данный телевизор","general","positive","train"
355,82,"Телевизоры",1224211,6168701,"pluses"," офигенно","general","positive","train"
356,2450,"Телевизоры",1224214,6168701,"comment"," не сомневайтесь, телевизор отличный, рекомендую","general","positive","train"
357,188,"Телевизоры",1224240,6168701,"pluses","просто во всём он для меня супер ","general","positive","train"
358,2449,"Телевизоры",1224213,6168701,"comment"," я доволен","general","positive","train"
359,2603,"Телевизоры",1224273,6168701,"comment","берите не пожалеете","general","positive","train"
360,329,"Телевизоры",1224280,6168701,"pluses","отличный телевизор","general","positive","train"
361,2564,"Телевизоры",1224255,6168701,"comment"," рекомендую для покупки","general","positive","train"
362,4894,"Телевизоры",1224321,6168701,"comment","покупкой очень доволен","general","positive","train"
363,135,"Телевизоры",1224225,6168701,"pluses"," не уступает гораздо более дорогим моделям","general","positive","train"
364,2549,"Телевизоры",1224247,6168701,"comment","очень доволен, пользовался достаточно много телевизорами/мониторами фирмы philips","general","positive","train"
365,2639,"Телевизоры",1224285,6168701,"comment","очень доволен покупкой до сих пор","general","positive","train"
366,2630,"Телевизоры",1224282,6168701,"comment","в целом добротный телевизор","general","positive","train"
367,2629,"Телевизоры",1224280,6168701,"comment","рекомендую","general","positive","train"
368,2656,"Телевизоры",1224293,6168701,"comment"," в итогу купил и не жалею","general","positive","train"
369,2647,"Телевизоры",1224291,6168701,"comment"," это наверно одна из самых достойных моделей","general","positive","train"
370,2530,"Телевизоры",1224235,6168701,"comment"," пока очень доволен","general","positive","train"
371,2452,"Телевизоры",1224216,6168701,"comment"," в целом очень доволен","general","positive","train"
372,2419,"Телевизоры",1224208,6168701,"comment","российское - значит ""хорошее"", что тут еще добавить","general","negative","train"
373,2511,"Телевизоры",1224230,6168701,"comment","берите эту модель не пожалеете)))","general","positive","train"
374,2494,"Телевизоры",1224226,6168701,"comment"," в итоге выбором доволен","general","positive","train"
375,4897,"Телевизоры",1224323,6168701,"comment","в целом телеком очень доволен","general","positive","train"
376,2625,"Телевизоры",1224276,6168701,"comment"," он достоин максимальных оценок и похвал","general","positive","train"
378,352,"Телевизоры",1224288,6168701,"pluses","очень простой вид, абсолютно прагматичная железка, без изяществ и шика","aesthetic","negative","train"
379,4342,"Телевизоры",1224321,6168701,"pluses","дизайн","aesthetic","positive","train"
380,145,"Телевизоры",1224229,6168701,"pluses"," простой и лаконичный дизайн","aesthetic","positive","train"
381,4310,"Телевизоры",1224305,6168701,"pluses","нравится дизайн, в том числе и пульта )","aesthetic","positive","train"
382,4882,"Телевизоры",1224302,6168701,"comment","дизайн - 4+","aesthetic","positive","train"
383,35,"Телевизоры",1224201,6168701,"pluses"," красивый пульт","aesthetic","positive","train"
384,244,"Телевизоры",1224255,6168701,"pluses"," выглядит очень даже симпатично, показывать друзьям не стыдно)","aesthetic","positive","train"
385,4312,"Телевизоры",1224307,6168701,"pluses"," стильный дизайн","aesthetic","positive","train"
386,4320,"Телевизоры",1224315,6168701,"pluses"," стильный, футуристичный дизайн, выглядит модель действительно модно и современно","aesthetic","positive","train"
387,4889,"Телевизоры",1224315,6168701,"comment","отличный дизайн","aesthetic","positive","train"
388,75,"Телевизоры",1224211,6168701,"pluses","+ большой","construction","positive","train"
389,119,"Телевизоры",1224222,6168701,"pluses"," очень легкий","construction","positive","train"
390,1614,"Телевизоры",1224211,6168701,"minuses","- нижняя часть пульта из полированной глянцевой пластмассы, с ужасом представляю, что с ним будет через полгодика общения с двумя мелкими детьми, исцарапается же вусмерть","construction","negative","train"
391,355,"Телевизоры",1224279,6168701,"pluses","сборка совок","construction","positive","train"
392,200,"Телевизоры",1224244,6168701,"pluses","лёгкий","construction","positive","train"
393,4560,"Телевизоры",1224324,6168701,"minuses","качество сборки","construction","negative","test"
394,4338,"Телевизоры",1224318,6168701,"pluses","лёгкий всего 11кг","construction","positive","train"
395,4326,"Телевизоры",1224315,6168701,"pluses"," легкий","construction","positive","train"
396,4891,"Телевизоры",1224316,6168701,"comment","оптимальный размер","construction","positive","train"
397,348,"Телевизоры",1224286,6168701,"pluses","достаточно тонкий","construction","positive","train"
398,1710,"Телевизоры",1224256,6168701,"minuses","ужасное качество российской сборки - по корпусу зазоры разных размеров, корпус выглядит довольно дешево","construction","negative","test"
399,79,"Телевизоры",1224211,6168701,"pluses","+ довольно тонкий","construction","positive","train"
400,42,"Телевизоры",1224202,6168701,"pluses"," малый вес","construction","positive","train"
401,275,"Телевизоры",1224263,6168701,"pluses"," естеснно 42"" это достаток","construction","positive","train"
402,1649,"Телевизоры",1224226,6168701,"minuses"," пластик тыльной стороны выглядит дешево и не надежно (в плане прочности)","construction","negative","train"
0,0,"Телевизоры",1224197,6168701,"pluses","full hd","functionality","positive","test"
1,1,"Телевизоры",1224197,6168701,"pluses","время отклика матрицы 2 мс","functionality","positive","test"
2,2,"Телевизоры",1224197,6168701,"pluses","хороший приём с эфира","functionality","positive","test"
3,3,"Телевизоры",1224197,6168701,"pluses","качественное масштабирование","functionality","positive","test"
4,5,"Телевизоры",1224197,6168701,"pluses","100 гц","functionality","positive","test"
5,7,"Телевизоры",1224197,6168701,"pluses","антибликовое покрытие экрана (матовый он)","functionality","positive","test"
6,8,"Телевизоры",1224197,6168701,"pluses","глубокий ""черный"" и настоящий ""белый""","functionality","positive","test"
7,11,"Телевизоры",1224197,6168701,"pluses","функция ""список программ""(мозаичная сетка каналов)","functionality","positive","test"
8,26,"Телевизоры",1224199,6168701,"pluses","hd, usb","functionality","positive","test"
9,27,"Телевизоры",1224200,6168701,"pluses","великолепная картинка","functionality","positive","test"
10,29,"Телевизоры",1224200,6168701,"pluses","подключил pc через hdmi сразу врубил фильм 18 гиговый и просто наслаждался обалденным качество картинки","functionality","positive","test"
11,31,"Телевизоры",1224201,6168701,"pluses","сочные цвета","functionality","positive","test"
12,33,"Телевизоры",1224201,6168701,"pluses","100 hz","functionality","positive","test"
13,37,"Телевизоры",1224201,6168701,"pluses","цифровой hd приемник","functionality","positive","test"
14,48,"Телевизоры",1224204,6168701,"pluses","качество картинки hd (все очень четко и плавно, как будто в театре)","functionality","positive","test"
15,49,"Телевизоры",1224204,6168701,"pluses","аналоговый сигнал хуже, но тут зависит все от самого сигнала  дело не в телевизоре","functionality","positive","test"
16,50,"Телевизоры",1224204,6168701,"pluses","100 герц ))))","functionality","positive","test"
17,51,"Телевизоры",1224204,6168701,"pluses","2мс отклик","functionality","positive","test"
18,55,"Телевизоры",1224204,6168701,"pluses","насыщенное изображение","functionality","positive","test"
20,60,"Телевизоры",1224205,6168701,"pluses","звук для телевизора нормальный","functionality","positive","test"
21,66,"Телевизоры",1224208,6168701,"pluses","отличное качество картинки, все четкое, цвета насыщенные","functionality","positive","test"
22,68,"Телевизоры",1224208,6168701,"pluses"," фильмы смотрятся как спектакль, как вживую, супер","functionality","positive","test"
23,78,"Телевизоры",1224211,6168701,"pluses","приятная картинка","functionality","positive","test"
24,83,"Телевизоры",1224212,6168701,"pluses","картинка - просто супер","functionality","positive","test"
26,85,"Телевизоры",1224213,6168701,"pluses","100 грц","functionality","positive","test"
27,86,"Телевизоры",1224213,6168701,"pluses","картинка full hd","functionality","positive","test"
28,95,"Телевизоры",1224215,6168701,"pluses"," возможность выбирать формат изображения, или воспользоваться автоформатом (эфир практически без искажений)","functionality","positive","test"
29,97,"Телевизоры",1224215,6168701,"pluses"," маленькое время отклика пикселей - движение плавное, без дергания","functionality","positive","test"
30,100,"Телевизоры",1224216,6168701,"pluses"," качество картинки","functionality","positive","test"
31,103,"Телевизоры",1224217,6168701,"pluses"," 100 герц","functionality","positive","test"
32,105,"Телевизоры",1224218,6168701,"pluses"," яркость контрастность с большим запасом","functionality","positive","test"
33,111,"Телевизоры",1224220,6168701,"pluses","отличная картинка","functionality","positive","test"
34,112,"Телевизоры",1224219,6168701,"pluses","100 гц","functionality","positive","test"
35,116,"Телевизоры",1224221,6168701,"pluses","много настроек","functionality","positive","test"
36,117,"Телевизоры",1224221,6168701,"pluses","100гц","functionality","positive","test"
37,118,"Телевизоры",1224222,6168701,"pluses","множество примочек для улучшения изображения","functionality","positive","test"
38,121,"Телевизоры",1224222,6168701,"pluses","вчера попробовал подключить жесткий диск 320 гб и посмотреть фильмы радости не было предела, помимо того что он прочитал рускоязычные названия так он еще и воспроизвел видеофайлы объемом более 2 гб, которые двд плеер (тоже кстати филипс) не читал","functionality","positive","test"
39,126,"Телевизоры",1224224,6168701,"pluses","отличное качество картинки","functionality","positive","test"
40,136,"Телевизоры",1224226,6168701,"pluses","неплохая картинка от обычной антенны","functionality","positive","test"
41,138,"Телевизоры",1224226,6168701,"pluses"," отличные мультимедийные качества (проигрывание музыки, видео, фото)","functionality","positive","test"
42,140,"Телевизоры",1224227,6168701,"pluses","качество изображения  для чего собственно тв и нужен","functionality","positive","test"
43,144,"Телевизоры",1224229,6168701,"pluses","яркая, сочная и насыщенная картинка","functionality","positive","test"
44,146,"Телевизоры",1224228,6168701,"pluses","usb читает многие форматы","functionality","positive","test"
45,147,"Телевизоры",1224228,6168701,"pluses","как пишут многие никаких засветов у меня нет","functionality","positive","test"
46,148,"Телевизоры",1224229,6168701,"pluses"," 100 гц","functionality","positive","test"
47,149,"Телевизоры",1224229,6168701,"pluses"," плеер спокойно читает все флешки и внешние hdd в ntfs и fat","functionality","positive","test"
48,150,"Телевизоры",1224229,6168701,"pluses"," играть в xbox 360 на нем одно удовольствие","functionality","positive","test"
49,153,"Телевизоры",1224231,6168701,"pluses","приличное качество изображения","functionality","positive","test"
50,155,"Телевизоры",1224231,6168701,"pluses","отличные углы обзора (можно сидеть по углом 45 градусов к тв и цвета практически те же)","functionality","positive","test"
51,157,"Телевизоры",1224232,6168701,"pluses","превосходное качество изображения","functionality","positive","test"
52,158,"Телевизоры",1224232,6168701,"pluses","встроенный видеоплеер (подключил внешний винчестер на 500 гиг и смотрю фильмы)","functionality","positive","test"
53,160,"Телевизоры",1224233,6168701,"pluses"," один из главных плюсов, это яркая картинка","functionality","positive","test"
54,165,"Телевизоры",1224234,6168701,"pluses","хорошие возможности настройки и алгоритмы обработки сигнала","functionality","positive","test"
55,167,"Телевизоры",1224235,6168701,"pluses","четкая, красивая картинка","functionality","positive","test"
56,168,"Телевизоры",1224235,6168701,"pluses"," неплохой звук","functionality","positive","test"
57,173,"Телевизоры",1224235,6168701,"pluses","не тормозит при воспроизведении с внешнего диска","functionality","positive","test"
58,174,"Телевизоры",1224235,6168701,"pluses"," тянет 500 гб","functionality","positive","test"
59,176,"Телевизоры",1224237,6168701,"pluses","full hd","functionality","positive","test"
60,177,"Телевизоры",1224237,6168701,"pluses","время отклика 2 мс","functionality","positive","test"
61,178,"Телевизоры",1224237,6168701,"pluses","частота 100 гц","functionality","positive","test"
62,179,"Телевизоры",1224237,6168701,"pluses","антибликовое покрытие","functionality","positive","test"
63,182,"Телевизоры",1224238,6168701,"pluses","отличная картинка","functionality","positive","test"
64,183,"Телевизоры",1224238,6168701,"pluses","отлично читает файлы по usb","functionality","positive","test"
65,184,"Телевизоры",1224238,6168701,"pluses","картинка и звук супер","functionality","positive","test"
66,186,"Телевизоры",1224239,6168701,"pluses"," полутона передает великолепно","functionality","positive","test"
67,190,"Телевизоры",1224241,6168701,"pluses","full hd","functionality","positive","test"
68,192,"Телевизоры",1224241,6168701,"pluses","множество режимов обработки изображения, в т.ч. можно отключить вовсе","functionality","positive","test"
69,194,"Телевизоры",1224242,6168701,"pluses","высокое разрешение 1920x1080 и в фильмах и при подключении компьютера, подключил ноутбук и смотришь скаченные фильмы сразу на телевизоре","functionality","positive","test"
70,195,"Телевизоры",1224242,6168701,"pluses","качество изображения шикарное","functionality","positive","test"
71,196,"Телевизоры",1224242,6168701,"pluses","при покупке сам проверил на наличие битых пикселей - ни одной ""дырки"" ","functionality","positive","test"
72,201,"Телевизоры",1224244,6168701,"pluses","отличное качество картинки(блю рэй смотреть одно удовольствие)","functionality","positive","test"
73,204,"Телевизоры",1224245,6168701,"pluses","нет никаких засветок","functionality","positive","test"
74,206,"Телевизоры",1224245,6168701,"pluses","нормальная тв картинка;","functionality","positive","test"
75,213,"Телевизоры",1224247,6168701,"pluses","на мое удивление потянул фильм mkv с кодеком h 254 1920*1080 файл размером в 8 gb (batman темный рыцарь)","functionality","positive","test"
76,217,"Телевизоры",1224249,6168701,"pluses","картинка супер","functionality","positive","test"
77,219,"Телевизоры",1224249,6168701,"pluses","картинка даже с простого эфира намного плавнее","functionality","positive","test"
78,220,"Телевизоры",1224249,6168701,"pluses"," цифровое шумоподавление - отлично убирает снег эфира","functionality","positive","test"
79,222,"Телевизоры",1224249,6168701,"pluses","2мс","functionality","positive","test"
80,223,"Телевизоры",1224249,6168701,"pluses","по usb все что у меня было прочитал без проблем","functionality","positive","test"
81,225,"Телевизоры",1224250,6168701,"pluses","usb с возможностью просмотра контента и встроенными кодеками популярных аудио и видео форматов","functionality","positive","test"
82,229,"Телевизоры",1224251,6168701,"pluses"," сначала выбираешь цветовую палитру потом звук потом идёт автоматическая настрой каналов и так далее  но не в этом суть","functionality","positive","test"
83,230,"Телевизоры",1224251,6168701,"pluses","вставил флешку с блю-рей роликами, чуть не обалдел качество просто восхитительное","functionality","positive","test"
84,231,"Телевизоры",1224251,6168701,"pluses"," аналоговые каналы-отлично","functionality","positive","test"
85,232,"Телевизоры",1224251,6168701,"pluses"," потом подключил к цивровому ресиверу (он-лайм) там вообще картинка поразила качеством (подключил по скарту)","functionality","positive","test"
86,233,"Телевизоры",1224252,6168701,"pluses","отличная картинка,звук","functionality","positive","test"
87,235,"Телевизоры",1224253,6168701,"pluses","качество изображения","functionality","positive","test"
88,240,"Телевизоры",1224254,6168701,"pluses","фешенебельная картинка","functionality","positive","test"
89,241,"Телевизоры",1224254,6168701,"pluses","никаких пресловутых засветов, ни одного битого пикселя","functionality","positive","test"
90,245,"Телевизоры",1224255,6168701,"pluses"," full hd","functionality","positive","test"
